name,param:device,param:group,param:max_length,param:predicate,param:return_mask,param:selectivity,param:tensor_cls,param:torch_compile,param:total_count,param:unique_count,col,op,pred,val,tuple_count,query_result_size,tuple_element_size_bytes,total_size_bytes,stage,error,min,max,mean,stddev,median,iqr,outliers,ops,rounds,iterations
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e09-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,lt,True,0.15,CPlainEncoding,True,1000000000,10000,16.0,FilterScan,Lt,4cQ,1000000000.0,1000000000.0,20.0,20000000000.0,,,0.0029427139998006,0.0040519980011595,0.0029539829174609,7.568560548110147e-05,0.0029470320005202,1.717500708764419e-06,3;24,338.5259928515532,339,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,lt,True,0.15,CPlainEncoding,True,100000000,10000,13.0,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000.0,100000000.0,20.0,2000000000.0,,,0.0016223180009546,0.0026586050007608,0.0016449811617186,4.215681069458151e-05,0.0016431329995612,9.437999324291011e-06,2;14,607.9096972485621,606,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,lt,True,0.15,CPlainEncoding,True,10000000,10000,10.0,FilterScan,Lt,4j,10000000.0,10000000.0,20.0,200000000.0,,,0.0001051190010912,0.0002421289991616,0.0001086185219325,3.310456721240013e-06,0.0001080450001609,1.2420005077729002e-06,544;696,9206.532939389965,8639,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,lt,True,0.15,CPlainEncoding,True,1000000,10000,7.0,FilterScan,Lt,4SFm6se,1000000.0,1000000.0,20.0,20000000.0,,,0.0001053899995895,0.0002603540015115,0.0001088279874623,4.396061948795167e-06,0.0001084759987861,1.963999238796532e-06,338;469,9188.812761478695,8141,1
