name,param:device,param:group,param:max_length,param:predicate,param:return_mask,param:selectivity,param:tensor_cls,param:torch_compile,param:total_count,param:unique_count,col,op,pred,val,tuple_count,query_result_size,tuple_element_size_bytes,total_size_bytes,stage,error,min,max,mean,stddev,median,iqr,outliers,ops,rounds,iterations
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-prefix-0.15-cuda-CDictionaryEncoding-index-compile],cuda,,20,prefix,False,0.15,CDictionaryEncoding,True,10000000,10000,0011,FilterScan,Prefix,0kWTf,10000000,1499628,20,200000000,,,0.0008882050005922792,0.001055242999427719,0.0009068438161317344,1.0680168043594467e-05,0.0009056429998963722,8.9169998318539e-06,119;19,1102.7257199212495,1088,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-DictionaryEncoding-mask-eager],cuda,,20,eq,True,0.15,DictionaryEncoding,False,100000000,10000,0012,FilterScan,Eq,0,100000000,100000000,20,2000000000,,,0.0008901690016500652,0.0018816900010278914,0.0008987818202223547,3.066097979389179e-05,0.0008969969994723215,3.56700002157595e-06,4;52,1112.6170751346576,1118,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-DictionaryEncoding-index-eager],cpu,,20,prefix,False,0.15,DictionaryEncoding,False,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0008915709986467846,0.0018509220008127159,0.0009267772458390817,3.88252153606911e-05,0.0009213835000991821,2.6299001547158696e-05,50;41,1079.00793258538,1074,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-UnsortedDictionaryEncoding-mask-eager],cuda,,20,prefix,True,0.15,UnsortedDictionaryEncoding,False,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0009017209995363373,0.0023714389990345808,0.0009071240181651299,4.454853149881936e-05,0.0009050970002135728,2.016249709413387e-06,3;63,1102.385098371371,1101,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-prefix-0.15-cuda-CDictionaryEncoding-index-eager],cuda,,20,prefix,False,0.15,CDictionaryEncoding,False,10000000,10000,0011,FilterScan,Prefix,0kWTf,10000000,1499628,20,200000000,,,0.0009097859983739909,0.0010880339996219845,0.0009305064416148425,1.0366185614591755e-05,0.0009287930006394163,8.242501280619763e-06,143;44,1074.6835865687885,1087,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cuda-CDictionaryEncoding-index-compile],cuda,,20,prefix,False,0.15,CDictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.000921789000130957,0.0010707719993661158,0.0009392852144357755,8.207646446609321e-06,0.0009383260003232863,7.312999514397234e-06,148;15,1064.6393498280452,1054,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-UnsortedDictionaryEncoding-index-eager],cpu,,20,prefix,False,0.15,UnsortedDictionaryEncoding,False,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0009264880009141052,0.0027928990002692444,0.0010460441266320034,8.285715047539741e-05,0.0010569710002528154,5.356199926609406e-05,140;39,955.9826153985933,908,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-UnsortedDictionaryEncoding-mask-eager],cuda,,20,eq,True,0.15,UnsortedDictionaryEncoding,False,100000000,10000,0012,FilterScan,Eq,0,100000000,100000000,20,2000000000,,,0.0009367379989271285,0.0024459110009047436,0.0009438293465647221,4.7066691179429615e-05,0.0009413160005351529,2.734999725362286e-06,6;64,1059.5135695236895,1059,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-DictionaryEncoding-mask-compile],cpu,,20,eq,True,0.15,DictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,1000000,20,20000000,,,0.0009408759997313609,0.04179401300098107,0.0010427484550709035,0.0013907101714594795,0.0009666989999459474,2.813849914673483e-05,5;55,959.0040581091085,980,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-UnsortedDictionaryEncoding-index-compile],cpu,,20,prefix,False,0.15,UnsortedDictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0009482090008532396,0.03089385100065556,0.0010901914295989223,0.0009669752120947512,0.00107388750075188,0.00010133200157724787,3;6,917.2700984889383,966,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-UnsortedCDictionaryEncoding-mask-eager],cuda,,20,prefix,True,0.15,UnsortedCDictionaryEncoding,False,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0009638579995225882,0.001153368999439408,0.0009685369428295466,6.35679741833075e-06,0.0009679670001787599,2.434500856907107e-06,35;56,1032.4851389545713,1032,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedDictionaryEncoding-index-eager],cpu,,20,eq,False,0.15,UnsortedDictionaryEncoding,False,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.0009645800000726013,0.004701911999291042,0.001060967586697794,0.00013342281512572293,0.001075441000466526,8.780600182944909e-05,11;8,942.5358630535053,934,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-eq-0.15-cuda-UnsortedCDictionaryEncoding-index-eager],cuda,,20,eq,False,0.15,UnsortedCDictionaryEncoding,False,10000000,10000,0009,FilterScan,Eq,0,10000000,1498502,20,200000000,,,0.0009769839998625685,0.0026645050002116477,0.0010088232421191685,6.1047635979651e-05,0.0010049819993582787,1.160649935627589e-05,6;47,991.2539266039965,1016,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedDictionaryEncoding-index-compile],cpu,,20,eq,False,0.15,UnsortedDictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.000982625000688131,0.004043050999825937,0.0010759771680206962,0.00011404628665798425,0.0010919119995378423,9.319125001638895e-05,7;4,929.3877507080756,893,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-DictionaryEncoding-mask-eager],cuda,,20,lt,True,0.15,DictionaryEncoding,False,100000000,10000,0013,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000,100000000,20,2000000000,,,0.0009881749992928235,0.0030687020007462706,0.0009999287661316455,6.625151734931504e-05,0.0009963500015146565,4.844249360758113e-06,6;47,1000.07123894298,1005,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-prefix-0.15-cuda-CPlainEncoding-index-eager],cuda,,20,prefix,False,0.15,CPlainEncoding,False,10000000,10000,0011,FilterScan,Prefix,0kWTf,10000000,1499628,20,200000000,,,0.0010020810004789382,0.0011976320001849672,0.0010202521627669188,1.3881971224601126e-05,0.0010177610001846915,8.936999620345887e-06,91;64,980.1498457871484,983,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-UnsortedCDictionaryEncoding-index-eager],cpu,,20,prefix,False,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0010100159997818992,0.0017991539989452576,0.0011345893056427469,6.879728863009214e-05,0.0011311769994790666,5.6504999975004466e-05,215;51,881.3761905093035,867,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-CDictionaryEncoding-index-eager],cpu,,20,prefix,False,0.15,CDictionaryEncoding,False,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0010128820013051154,0.001741064001180348,0.0010809420503617355,5.636722902158911e-05,0.0010668440008885227,5.640049903377076e-05,162;38,925.1189734596333,933,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-CDictionaryEncoding-mask-compile],cuda,,20,prefix,True,0.15,CDictionaryEncoding,True,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0010225400001218077,0.0025139600002148654,0.001035076862806179,4.864521928183911e-05,0.0010325439998268848,5.118999979458749e-06,4;30,966.1118279553823,962,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-prefix-0.15-cuda-CPlainEncoding-index-compile],cuda,,20,prefix,False,0.15,CPlainEncoding,True,10000000,10000,0011,FilterScan,Prefix,0kWTf,10000000,1499628,20,200000000,,,0.001028762000714778,0.0011987340003543068,0.0010500527796476029,1.3037083222902696e-05,0.0010474779992364347,9.41574944590684e-06,123;71,952.3330820909778,953,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-UnsortedDictionaryEncoding-mask-eager],cuda,,20,lt,True,0.15,UnsortedDictionaryEncoding,False,100000000,10000,0013,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000,100000000,20,2000000000,,,0.0010292430015397258,0.002085447000354179,0.0010371922860412895,3.508194590015349e-05,0.0010348329997214023,4.090250513399951e-06,4;43,964.1413780821264,965,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-UnsortedCDictionaryEncoding-index-compile],cpu,,20,prefix,False,0.15,UnsortedCDictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0010307049997209106,0.0031902629998512566,0.0011651861298963284,9.274423690376756e-05,0.0011671944994304795,6.270799894991796e-05,191;45,858.2319805754762,970,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-UnsortedDictionaryEncoding-index-eager],cpu,,20,lt,False,0.15,UnsortedDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,149628,20,20000000,,,0.0010369070005253889,0.0042918939998344285,0.0011845235433686132,0.00012525865606125675,0.0011820379995697294,5.001050067221513e-05,49;134,844.2212952189578,876,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-UnsortedDictionaryEncoding-index-compile],cpu,,20,lt,False,0.15,UnsortedDictionaryEncoding,True,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,149628,20,20000000,,,0.001062415998603683,0.0022075880006013904,0.0012167993856547702,6.890108354167954e-05,0.0012114740002289182,4.098850149603095e-05,117;91,821.8281598341631,848,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-CDictionaryEncoding-mask-eager],cpu,,20,eq,True,0.15,CDictionaryEncoding,False,1000000,10000,0006,FilterScan,Eq,0,1000000,1000000,20,20000000,,,0.0011394119992473861,0.005351375000827829,0.0012196651846290338,0.0001623636880834033,0.001216327998918132,2.859899950635736e-05,2;34,819.897142759022,807,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-DictionaryEncoding-mask-compile],cpu,,20,prefix,True,0.15,DictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,1000000,20,20000000,,,0.0011671849988488248,0.004119646999242832,0.0012505586126322025,0.00013797125915502765,0.0012244030003785156,8.949150105763692e-05,28;13,799.6426476126366,839,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedCDictionaryEncoding-mask-eager],cpu,,20,eq,True,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0006,FilterScan,Eq,0,1000000,1000000,20,20000000,,,0.0011845669996546349,0.003613035998569103,0.001360544591353033,0.00011167951110858522,0.0013463150007737568,8.664200004204758e-05,86;14,734.9997981363632,739,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedCDictionaryEncoding-mask-compile],cpu,,20,eq,True,0.15,UnsortedCDictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,1000000,20,20000000,,,0.00119031900067057,0.0028372939996188506,0.0013485267046888221,8.687454442670071e-05,0.0013409749990387354,7.401749962809845e-05,129;25,741.5500164164372,745,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-CPlainEncoding-mask-eager],cpu,,20,prefix,True,0.15,CPlainEncoding,False,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,1000000,20,20000000,,,0.001297902999795042,0.0037971749989083037,0.0013634703897036614,0.00010305070328109127,0.0013436999997793464,4.477500078792218e-05,25;41,733.4226012912106,698,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-CPlainEncoding-mask-compile],cpu,,20,prefix,True,0.15,CPlainEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,1000000,20,20000000,,,0.001323862001299858,0.003934746000595624,0.0013829535714196177,0.00011179494014940579,0.0013670429998455802,2.8308251785347238e-05,21;60,723.0900737856938,693,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-DictionaryEncoding-index-compile],cpu,,20,eq,False,0.15,DictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.0013428990005195374,0.00384850299997197,0.001399267319769468,0.00013358656475737947,0.0013792370000373921,4.070200066053076e-05,12;44,714.6597264665282,688,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-eq-0.15-cuda-CPlainEncoding-mask-eager],cuda,,20,eq,True,0.15,CPlainEncoding,False,10000000,10000,0009,FilterScan,Eq,0,10000000,10000000,20,200000000,,,0.0013514839993149508,0.003034506999028963,0.0013587188647179525,6.279336806404304e-05,0.0013552209984482033,1.9392496142245363e-06,6;46,735.9874260725625,739,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-CPlainEncoding-mask-eager],cuda,,20,prefix,True,0.15,CPlainEncoding,False,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0013922420002927538,0.0015233710000757128,0.0014006418097638883,5.436300555406469e-06,0.001400257000568672,1.4420015759242233e-06,33;60,713.9584103722949,715,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-DictionaryEncoding-mask-compile],cpu,,20,lt,True,0.15,DictionaryEncoding,True,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.001421897999534849,0.00510355400001572,0.0015100433251482566,0.00015428100280030397,0.0014884249994793208,7.668824900974869e-05,22;26,662.2326547497038,695,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-CDictionaryEncoding-mask-eager],cpu,,20,lt,True,0.15,CDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.0014772129998164019,0.0027250109997112304,0.0015351024094080283,5.6484935032256886e-05,0.0015324680007324787,3.2183500934479525e-05,5;4,651.422337605231,657,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-CDictionaryEncoding-index-compile],cpu,,20,prefix,False,0.15,CDictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.001498011999501614,0.005119374000059906,0.0015986836959483127,0.00016566343841578504,0.0015704295010436908,0.0001022790002025431,29;25,625.5146046302903,592,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-CDictionaryEncoding-mask-compile],cpu,,20,lt,True,0.15,CDictionaryEncoding,True,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.001523079999969923,0.005037458000515471,0.001585859063023121,0.00014382403370134607,0.0015798479998920811,3.1464000585401664e-05,2;2,630.573058676287,635,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-CDictionaryEncoding-index-eager],cpu,,20,eq,False,0.15,CDictionaryEncoding,False,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.0015379989999928512,0.0047238329989340855,0.0016404884115783064,0.00013208313090892944,0.0016304340006172424,5.952800211161957e-05,4;5,609.5745589802152,639,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-prefix-0.15-cpu-DictionaryEncoding-index-compile],cpu,,20,prefix,False,0.15,DictionaryEncoding,True,1000000,10000,0008,FilterScan,Prefix,NGmE00,1000000,149628,20,20000000,,,0.0015502410005865386,0.0037755939993076026,0.0016738054403937733,0.00012420930182363015,0.0016459435000797384,0.00011312399965390796,56;20,597.4410023214788,604,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedCDictionaryEncoding-index-eager],cpu,,20,eq,False,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.0015537380004388979,0.023520208998888847,0.0017794072601788197,0.0009042164754876876,0.00172990699957154,8.362449989363085e-05,2;36,561.984893722141,588,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-UnsortedCDictionaryEncoding-index-compile],cpu,,20,eq,False,0.15,UnsortedCDictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,148502,20,20000000,,,0.0015572449992760085,0.020497473999057547,0.001910212829311237,0.0009541399791400259,0.0018334390006202739,0.00016105799841170665,4;6,523.5018761551135,533,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-UnsortedCDictionaryEncoding-mask-eager],cuda,,20,eq,True,0.15,UnsortedCDictionaryEncoding,False,100000000,10000,0012,FilterScan,Eq,0,100000000,100000000,20,2000000000,,,0.0015577459998894483,0.001759217999278917,0.00158141946498853,1.6309107312105778e-05,0.0015799979992152657,6.8982499215053394e-06,23;39,632.3432979922585,643,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,eq,True,0.15,CPlainEncoding,True,100000000,10000,0012,FilterScan,Eq,0,100000000,100000000,20,2000000000,,,0.0015590780003549298,0.0016829340002004756,0.0015632135446580955,5.063174049466129e-06,0.0015628349992766744,1.8282503333466593e-06,15;28,639.7078655166841,639,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-PlainEncoding-mask-compile],cuda,,20,prefix,True,0.15,PlainEncoding,True,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0015695880010753172,0.0015853280001465464,0.001574193697622001,1.9438654438047205e-06,0.0015739070004201494,1.9889985196641646e-06,129;32,635.2458414174914,635,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-compile],cuda,,20,lt,True,0.15,CPlainEncoding,True,100000000,10000,0013,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000,100000000,20,2000000000,,,0.0016223180009546923,0.002658605000760872,0.0016449811617186953,4.215681069458151e-05,0.0016431329995612032,9.437999324291013e-06,2;14,607.9096972485621,606,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cuda-UnsortedCDictionaryEncoding-mask-eager],cuda,,20,lt,True,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.0016903569994610734,0.0028495569986262126,0.0017489628848296418,4.9502790868046495e-05,0.0017463140011386713,1.2235750546096824e-05,11;22,571.7674220956412,573,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cuda-CPlainEncoding-mask-eager],cuda,,20,lt,True,0.15,CPlainEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.0016930120000324678,0.002040441999270115,0.001735067979520103,3.3092093466141356e-05,0.0017308800006503589,1.0318999557057396e-05,26;36,576.3462940953973,586,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cuda-UnsortedCDictionaryEncoding-index-eager],cuda,,20,lt,False,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,149628,20,20000000,,,0.001770429998941836,0.0020035409997944953,0.001809319322009074,1.7469298435783347e-05,0.0018080310001096223,1.0579249646980315e-05,32;18,552.694036832369,559,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-lt-0.15-cuda-UnsortedCDictionaryEncoding-mask-eager],cuda,,20,lt,True,0.15,UnsortedCDictionaryEncoding,False,10000000,10000,0010,FilterScan,Lt,4j,10000000,10000000,20,200000000,,,0.0017707400002109352,0.001967121999769006,0.0018178235223006234,1.7905600895460752e-05,0.0018170670009567402,1.081274967873469e-05,47;37,550.108405866818,561,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-DictionaryEncoding-mask-eager],cuda,,20,prefix,True,0.15,DictionaryEncoding,False,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.001780247999704443,0.001964576998943812,0.0017891820767415214,9.093383396611094e-06,0.0017883535010696505,3.761499101528898e-06,11;28,558.9146085239191,560,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-DictionaryEncoding-index-compile],cpu,,20,lt,False,0.15,DictionaryEncoding,True,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,149628,20,20000000,,,0.001813912000216078,0.005703012000594754,0.0019201277903689795,0.0001984873067052686,0.001882683000076213,8.471275077681639e-05,11;28,520.7986702842502,539,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-eq-0.15-cpu-CDictionaryEncoding-mask-compile],cpu,,20,eq,True,0.15,CDictionaryEncoding,True,1000000,10000,0006,FilterScan,Eq,0,1000000,1000000,20,20000000,,,0.0018314850003662286,0.002454918001603801,0.0019466730738087314,6.008446161299793e-05,0.0019356280008651083,7.933049982966622e-05,131;5,513.6969393856496,488,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-CDictionaryEncoding-index-eager],cpu,,20,lt,False,0.15,CDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,149628,20,20000000,,,0.0018320170001970837,0.00491742099984549,0.0019857378458556937,0.00014459382089133818,0.0019813995004369644,6.931200005055871e-05,9;11,503.5911472841372,506,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-UnsortedCDictionaryEncoding-index-compile],cuda,,20,prefix,False,0.15,UnsortedCDictionaryEncoding,True,100000000,10000,0014,FilterScan,Prefix,OD,100000000,15002039,20,2000000000,,,0.0019018889997823862,0.002618006999909994,0.001926433922784093,3.320856025403484e-05,0.0019222675000492018,1.208300091093406e-05,16;37,519.0938490923138,518,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-UnsortedDictionaryEncoding-index-compile],cuda,,20,prefix,False,0.15,UnsortedDictionaryEncoding,True,100000000,10000,0014,FilterScan,Prefix,OD,100000000,15002039,20,2000000000,,,0.0019037430010939715,0.002089113999318215,0.0019316959961527263,2.019953408626962e-05,0.0019261649995314656,1.8755249129753793e-05,89;32,517.6798015793664,519,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-UnsortedCDictionaryEncoding-index-compile],cuda,,20,eq,False,0.15,UnsortedCDictionaryEncoding,True,100000000,10000,0012,FilterScan,Eq,0,100000000,14998502,20,2000000000,,,0.0019050739992962917,0.0020902159994875547,0.0019320636257516154,2.071186526634598e-05,0.0019259339987911517,1.7432499134883983e-05,65;30,517.5812983958941,513,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-eq-0.15-cuda-UnsortedDictionaryEncoding-index-compile],cuda,,20,eq,False,0.15,UnsortedDictionaryEncoding,True,100000000,10000,0012,FilterScan,Eq,0,100000000,14998502,20,2000000000,,,0.0019079300000157673,0.0020398599990585353,0.0019308995067379678,1.8836674554662708e-05,0.0019246720003138762,1.8820750483428128e-05,107;30,517.8933427195208,517,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-UnsortedDictionaryEncoding-index-compile],cuda,,20,lt,False,0.15,UnsortedDictionaryEncoding,True,100000000,10000,0013,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000,14999627,20,2000000000,,,0.0019107049993181136,0.0025203019995387876,0.0019361708919406675,3.157070330962097e-05,0.0019292454999231268,1.6570998923270963e-05,29;36,516.483335310179,518,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-prefix-0.15-cuda-CDictionaryEncoding-mask-eager],cuda,,20,prefix,True,0.15,CDictionaryEncoding,False,100000000,10000,0014,FilterScan,Prefix,OD,100000000,100000000,20,2000000000,,,0.0019195619988749968,0.0019498700003168778,0.0019290087269172756,4.254689075269227e-06,0.0019284640002297238,5.109000994707458e-06,142;12,518.4009725026425,520,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-UnsortedCDictionaryEncoding-mask-eager],cpu,,20,lt,True,0.15,UnsortedCDictionaryEncoding,False,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.0019227880002290476,0.00267275100122788,0.002124049460697946,7.31154406276675e-05,0.0021262490008666646,0.00011529900075402111,159;1,470.7988295486339,458,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e07-1e4-20-lt-0.15-cuda-UnsortedCDictionaryEncoding-index-eager],cuda,,20,lt,False,0.15,UnsortedCDictionaryEncoding,False,10000000,10000,0010,FilterScan,Lt,4j,10000000,1499628,20,200000000,,,0.0019451400003163144,0.002121735000400804,0.001987604362589782,1.2972623116744735e-05,0.0019880620002368232,1.259900182049023e-05,96;25,503.1182356115548,513,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e06-1e4-20-lt-0.15-cpu-UnsortedCDictionaryEncoding-mask-compile],cpu,,20,lt,True,0.15,UnsortedCDictionaryEncoding,True,1000000,10000,0007,FilterScan,Lt,4SFm6se,1000000,1000000,20,20000000,,,0.0019486979999783216,0.005171172000700608,0.0021704122478771143,0.00015822902675816377,0.00217039800099883,0.00010796450078487396,16;4,460.74196318146585,480,1
bench_test.py::TestStringColumnTensor::test_mssb_string_processing[1e08-1e4-20-lt-0.15-cuda-UnsortedCDictionaryEncoding-index-compile],cuda,,20,lt,False,0.15,UnsortedCDictionaryEncoding,True,100000000,10000,0013,FilterScan,Lt,4docWqUYPCPMAQhkixD,100000000,32755485,20,2000000000,,,0.0019565630009310553,0.002128058000380406,0.001984557423186229,1.8983485091015395e-05,0.001978214000700973,1.8046999230136862e-05,84;30,503.89068530679685,501,1
